timestamp,left_x,left_y,right_x,right_y,head_x,head_y,center_x,center_y,eye_dx,eye_dy,head_eye_dx,head_eye_dy
1754382545.778902,711,397,584,393,637,480,647,395,127,4,10,85
1754382545.8121128,712,400,588,395,640,481,650,397,124,5,10,84
1754382545.843799,714,401,590,395,642,481,652,398,124,6,10,83
1754382545.877393,715,400,592,395,644,481,653,397,123,5,9,84
1754382545.912236,717,400,592,394,645,480,654,397,125,6,9,83
1754382545.9466398,718,399,594,394,646,480,656,396,124,5,10,84
1754382545.978204,718,399,594,394,646,480,656,396,124,5,10,84
1754382546.011752,718,400,594,395,647,480,656,397,124,5,9,83
1754382546.045414,715,401,591,395,646,480,653,398,124,6,7,82
1754382546.079284,712,401,586,397,645,481,649,399,126,4,4,82
1754382546.1119518,708,401,578,396,642,481,643,398,130,5,1,83
1754382546.143998,699,400,573,394,637,481,636,397,126,6,1,84
1754382546.1775029,694,399,568,394,631,482,631,396,126,5,0,86
1754382546.211605,689,400,560,395,624,484,624,397,129,5,0,87
1754382546.246258,682,404,551,398,615,490,616,401,131,6,1,89
1754382546.279144,674,409,543,403,608,496,608,406,131,6,0,90
1754382546.311584,666,414,533,409,597,503,599,411,133,5,2,92
1754382546.3462908,657,420,524,414,588,510,590,417,133,6,2,93
1754382546.378892,651,424,514,418,579,515,582,421,137,6,3,94
1754382546.41062,643,429,506,422,571,519,574,425,137,7,3,94
1754382546.444764,636,432,498,425,563,523,567,428,138,7,4,95
1754382546.4798121,630,436,492,428,556,527,561,432,138,8,5,95
1754382546.5110211,624,438,484,429,549,531,554,433,140,9,5,98
1754382546.546188,618,440,478,431,543,533,548,435,140,9,5,98
1754382546.578969,613,442,471,433,537,535,542,437,142,9,5,98
1754382546.610188,608,444,465,434,532,538,536,439,143,10,4,99
1754382546.645825,604,445,460,436,527,540,532,440,144,9,5,100
