timestamp,frame,w,h,inter_ocular_px,scale_rel,eye_center_x,eye_center_y,face_center_x,face_center_y,offset_x_px,offset_y_px,offset_x_norm,offset_y_norm
1754900253.011231,1186,640,480,161.39,1.0,168.498,260.781,169.391,257.047,-0.892,3.733,-0.005529,0.023131
1754900253.038333,1187,640,480,160.406,1.0,168.045,261.508,168.918,257.798,-0.873,3.709,-0.005445,0.023124
1754900253.109211,1188,640,480,160.079,1.0,168.192,261.094,169.175,257.443,-0.983,3.651,-0.006139,0.022805
1754900253.138287,1189,640,480,160.573,1.0,168.293,261.477,169.217,257.794,-0.923,3.682,-0.005751,0.022933
1754900253.2126982,1190,640,480,160.009,1.0,168.438,261.692,169.348,258.033,-0.91,3.66,-0.005687,0.022872
1754900253.2367911,1191,640,480,159.688,1.0,168.509,262.599,169.361,258.924,-0.851,3.675,-0.005332,0.023013
1754900253.3065522,1192,640,480,160.875,1.0,168.819,261.845,169.731,258.017,-0.912,3.827,-0.005669,0.023789
1754900253.335707,1193,640,480,160.623,1.0,169.056,262.452,170.126,258.607,-1.07,3.845,-0.006664,0.023938
1754900253.403403,1194,640,480,159.888,1.0,168.642,261.764,169.616,257.999,-0.973,3.765,-0.006088,0.023546
1754900253.43403,1195,640,480,162.345,1.0,168.152,261.418,169.189,257.554,-1.037,3.864,-0.006385,0.023802
1754900253.4689121,1196,640,480,160.612,1.0,169.022,262.041,170.127,258.309,-1.105,3.731,-0.006878,0.023232
1754900253.538511,1197,640,480,162.27,1.0,167.828,263.716,168.931,259.921,-1.103,3.795,-0.006797,0.023385
1754900253.568597,1198,640,480,161.8,1.0,167.566,263.937,168.517,260.068,-0.951,3.869,-0.005875,0.023911
1754900253.637271,1199,640,480,159.775,1.0,169.661,264.812,170.791,261.146,-1.13,3.666,-0.007073,0.022944
1754900253.667253,1200,640,480,160.838,1.0,169.115,266.177,170.153,262.353,-1.037,3.824,-0.00645,0.023775
1754900253.729677,1201,640,480,158.505,1.0,169.886,268.037,171.033,264.413,-1.147,3.624,-0.007235,0.022864
1754900253.7621791,1202,640,480,161.1,1.0,168.027,268.876,169.083,265.146,-1.056,3.73,-0.006557,0.02315
1754900253.834719,1203,640,480,159.316,1.0,169.53,270.066,170.645,266.384,-1.115,3.682,-0.006996,0.02311
1754900253.863321,1204,640,480,159.859,1.0,169.1,269.1,170.097,265.427,-0.997,3.673,-0.006235,0.022976
1754900253.9330518,1205,640,480,159.418,1.0,168.748,270.072,169.9,266.352,-1.151,3.72,-0.007221,0.023335
1754900253.962232,1206,640,480,160.66,1.0,167.365,271.481,168.432,267.687,-1.067,3.794,-0.00664,0.023616
1754900254.0312629,1207,640,480,158.643,1.0,168.461,273.154,169.585,269.376,-1.123,3.778,-0.007081,0.023817
1754900254.062498,1208,640,480,159.434,1.0,167.312,273.719,168.482,269.89,-1.17,3.829,-0.007338,0.024015
1754900254.0941498,1209,640,480,159.399,1.0,167.059,275.424,168.319,271.697,-1.261,3.727,-0.007908,0.02338
1754900254.1655722,1210,640,480,159.201,1.0,166.439,277.125,167.752,273.427,-1.313,3.698,-0.008245,0.023232
1754900254.192825,1211,640,480,160.393,1.0,165.965,278.228,167.056,274.435,-1.091,3.793,-0.006799,0.023647
1754900254.302115,1212,640,480,158.673,1.0,166.325,277.492,167.387,273.617,-1.063,3.875,-0.006697,0.024421
1754900254.35598,1213,640,480,158.192,1.0,166.459,279.347,167.935,275.555,-1.476,3.792,-0.009331,0.023971
1754900254.388725,1214,640,480,158.728,1.0,166.263,279.933,167.501,276.14,-1.238,3.793,-0.007799,0.023895
1754900254.461071,1215,640,480,159.238,1.0,165.722,280.066,166.796,276.311,-1.073,3.755,-0.00674,0.023581
1754900254.491334,1216,640,480,158.17,1.0,165.799,280.256,167.007,276.45,-1.209,3.806,-0.007641,0.024062
1754900254.558872,1217,640,480,158.959,1.0,164.846,280.695,166.158,276.821,-1.312,3.874,-0.008252,0.024373
1754900254.588834,1218,640,480,157.66,1.0,166.139,281.416,167.439,277.616,-1.3,3.801,-0.008249,0.024106
1754900254.660149,1219,640,480,158.845,1.0,165.66,281.016,166.726,277.211,-1.067,3.805,-0.006715,0.023953
1754900254.687448,1220,640,480,158.484,1.0,166.784,281.055,168.071,277.159,-1.287,3.896,-0.008121,0.024581
1754900254.7224,1221,640,480,158.742,1.0,166.161,280.95,167.333,277.21,-1.172,3.74,-0.007386,0.023558
1754900254.792209,1222,640,480,157.868,1.0,167.022,280.46,168.211,276.573,-1.19,3.887,-0.007535,0.024619
1754900254.821522,1223,640,480,158.813,1.0,166.488,281.176,167.809,277.263,-1.321,3.913,-0.008318,0.024637
1754900254.8909361,1224,640,480,159.871,1.0,166.67,281.491,167.941,277.678,-1.271,3.812,-0.007949,0.023847
1754900254.92032,1225,640,480,157.478,1.0,166.621,282.585,168.149,278.858,-1.528,3.727,-0.009702,0.023668
1754900254.9895658,1226,640,480,160.375,1.0,166.103,282.391,167.272,278.621,-1.169,3.77,-0.007287,0.023509
1754900255.020252,1227,640,480,159.628,1.0,167.192,282.589,168.482,278.89,-1.291,3.699,-0.008086,0.023172
1754900255.089801,1228,640,480,158.412,1.0,166.438,282.704,167.564,278.885,-1.126,3.819,-0.007109,0.024108
1754900255.117515,1229,640,480,157.675,1.0,166.293,282.589,167.551,278.681,-1.258,3.908,-0.007976,0.024784
1754900255.188141,1230,640,480,157.863,1.0,166.734,282.129,167.992,278.312,-1.259,3.817,-0.007973,0.024178
1754900255.214456,1231,640,480,159.555,1.0,166.565,282.758,167.806,279.025,-1.242,3.733,-0.007783,0.023397
1754900255.286617,1232,640,480,158.675,1.0,167.217,283.556,168.511,279.742,-1.294,3.814,-0.008155,0.024036
1754900255.315828,1233,640,480,157.545,1.0,167.504,283.199,168.803,279.432,-1.299,3.767,-0.008244,0.023911
1754900255.35054,1234,640,480,159.167,1.0,167.361,283.239,168.61,279.424,-1.25,3.814,-0.007852,0.023964
1754900255.419051,1235,640,480,159.519,1.0,166.782,284.016,168.008,280.265,-1.225,3.751,-0.007682,0.023512
1754900255.4480581,1236,640,480,158.471,1.0,167.7,284.975,169.156,281.281,-1.456,3.695,-0.009187,0.023314
1754900255.517948,1237,640,480,156.154,1.0,167.494,287.632,169.053,283.71,-1.559,3.922,-0.009983,0.025116
1754900255.5464692,1238,640,480,156.23,1.0,169.257,291.942,170.88,287.979,-1.623,3.963,-0.010388,0.025367
1754900255.618195,1239,640,480,161.322,1.0,174.054,300.117,175.177,295.738,-1.122,4.379,-0.006957,0.027142
1754900255.645469,1240,640,480,164.539,1.0,181.068,321.919,181.56,317.067,-0.492,4.852,-0.002989,0.029486
1754900257.297964,1274,640,480,113.515,1.0,85.384,2.566,87.362,1.847,-1.978,0.719,-0.017422,0.006333
1754900257.328553,1275,640,480,120.445,1.0,85.257,-4.286,87.981,-5.106,-2.724,0.82,-0.022613,0.006807
1754900257.3971672,1276,640,480,128.054,1.0,96.911,-13.762,99.51,-15.341,-2.599,1.579,-0.020299,0.012333
1754900257.428755,1277,640,480,131.615,1.0,100.818,-16.474,103.605,-17.903,-2.787,1.429,-0.021174,0.010855
1754900257.49613,1278,640,480,136.833,1.0,98.414,-21.006,101.172,-22.28,-2.758,1.274,-0.020158,0.009307
1754900257.5288372,1279,640,480,141.886,1.0,92.824,-20.526,95.873,-22.559,-3.049,2.033,-0.021488,0.014326
1754900257.596097,1280,640,480,141.459,1.0,82.75,-17.886,86.117,-20.072,-3.367,2.186,-0.023801,0.015455
1754900257.625408,1281,640,480,139.359,1.0,76.64,-14.643,79.85,-16.525,-3.209,1.882,-0.023029,0.013503
1754900257.695713,1282,640,480,135.807,1.0,67.017,-8.695,69.237,-10.952,-2.219,2.257,-0.016342,0.016619
1754900257.724185,1283,640,480,147.52,1.0,38.844,-8.094,41.67,-10.442,-2.825,2.348,-0.019151,0.015915
1754900257.791921,1284,640,480,134.137,1.0,27.033,1.012,29.407,-0.748,-2.374,1.76,-0.017697,0.013123
1754900257.8244328,1285,640,480,136.342,1.0,18.87,8.443,20.746,6.503,-1.876,1.94,-0.013757,0.01423
1754900259.915645,1328,640,480,211.489,1.0,503.183,81.004,508.117,78.515,-4.934,2.488,-0.023328,0.011765
1754900260.232824,1335,640,480,178.398,1.0,491.978,94.568,497.55,92.173,-5.572,2.395,-0.031234,0.013426
